section_id;hierarchy5;hierarchy6;hierarchy7;hierarchy9;hierarchy8;hierarchy109;hierarchy54;dd200;dd199;dd197;dd201
203;"{""lg-eng"":[""South Africa""],""lg-spa"":[""Sudáfrica""],""lg-cat"":[""Sud-àfrica""]}";"{""lg-nolan"":[""ZA""]}";"{""lg-nolan"":[""ZAF""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747603,""year"":2016,""month"":9,""minute"":53,""second"":23}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985662,""year"":2021,""month"":11,""minute"":7,""second"":42}}]}"
204;"{""lg-eng"":[""South Georgia and the South Sandwich Islands""],""lg-spa"":[""Islas Georgias del Sur y Sandwich del Sur""]}";"{""lg-nolan"":[""GS""]}";"{""lg-nolan"":[""SGS""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747596,""year"":2016,""month"":9,""minute"":53,""second"":16}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985657,""year"":2021,""month"":11,""minute"":7,""second"":37}}]}"
205;"{""lg-eng"":[""South Korea""],""lg-spa"":[""Corea del Sur""]}";"{""lg-nolan"":[""KR""]}";"{""lg-nolan"":[""KOR""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747597,""year"":2016,""month"":9,""minute"":53,""second"":17}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985658,""year"":2021,""month"":11,""minute"":7,""second"":38}}]}"
206;"{""lg-eng"":[""Spain""],""lg-spa"":[""España""],""lg-cat"":[""Espanya""]}";"{""lg-nolan"":[""ES""]}";"{""lg-nolan"":[""ESP""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""17344"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747595,""year"":2016,""month"":9,""minute"":53,""second"":15}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985656,""year"":2021,""month"":11,""minute"":7,""second"":36}}]}"
207;"{""lg-eng"":[""Sri Lanka""],""lg-spa"":[""Sri Lanka""]}";"{""lg-nolan"":[""LK""]}";"{""lg-nolan"":[""LKA""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747598,""year"":2016,""month"":9,""minute"":53,""second"":18}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985658,""year"":2021,""month"":11,""minute"":7,""second"":38}}]}"
208;"{""lg-eng"":[""Sudan""],""lg-spa"":[""Sudán""],""lg-cat"":[""Sudan""]}";"{""lg-nolan"":[""SD""]}";"{""lg-nolan"":[""SDN""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
209;"{""lg-eng"":[""Suriname""],""lg-spa"":[""Surinam""]}";"{""lg-nolan"":[""SR""]}";"{""lg-nolan"":[""SUR""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
210;"{""lg-eng"":[""Svalbard and Jan Mayen""],""lg-spa"":[""Svalbard y Jan Mayen""]}";"{""lg-nolan"":[""SJ""]}";"{""lg-nolan"":[""SJM""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
211;"{""lg-eng"":[""Swaziland""],""lg-spa"":[""Suazilandia""],""lg-cat"":[""Swazilàndia""]}";"{""lg-nolan"":[""SZ""]}";"{""lg-nolan"":[""SWZ""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
212;"{""lg-eng"":[""Sweden""],""lg-spa"":[""Suecia""]}";"{""lg-nolan"":[""SE""]}";"{""lg-nolan"":[""SWE""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
213;"{""lg-eng"":[""Switzerland""],""lg-spa"":[""Suiza""],""lg-cat"":[""Suïssa""]}";"{""lg-nolan"":[""CH""]}";"{""lg-nolan"":[""CHE""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747594,""year"":2016,""month"":9,""minute"":53,""second"":14}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985655,""year"":2021,""month"":11,""minute"":7,""second"":35}}]}"
214;"{""lg-eng"":[""Syria""],""lg-spa"":[""Siria""],""lg-cat"":[""Siria""]}";"{""lg-nolan"":[""SY""]}";"{""lg-nolan"":[""SYR""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
215;"{""lg-eng"":[""Taiwan""],""lg-spa"":[""Taiwán""]}";"{""lg-nolan"":[""TW""]}";"{""lg-nolan"":[""TWN""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
216;"{""lg-eng"":[""Tajikistan""],""lg-spa"":[""Tayikistán""]}";"{""lg-nolan"":[""TJ""]}";"{""lg-nolan"":[""TJK""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
217;"{""lg-eng"":[""Tanzania""],""lg-spa"":[""Tanzania""],""lg-cat"":[""Tanzania""]}";"{""lg-nolan"":[""TZ""]}";"{""lg-nolan"":[""TZA""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
218;"{""lg-eng"":[""Thailand""],""lg-spa"":[""Tailandia""],""lg-cat"":[""Tailandia""]}";"{""lg-nolan"":[""TH""]}";"{""lg-nolan"":[""THA""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
219;"{""lg-eng"":[""Timor-Leste""],""lg-spa"":[""Timor Oriental""]}";"{""lg-nolan"":[""TL""]}";"{""lg-nolan"":[""TLS""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
220;"{""lg-eng"":[""Togo""],""lg-spa"":[""Togo""]}";"{""lg-nolan"":[""TG""]}";"{""lg-nolan"":[""TGO""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
221;"{""lg-eng"":[""Tokelau""],""lg-spa"":[""Tokelau""]}";"{""lg-nolan"":[""TK""]}";"{""lg-nolan"":[""TKL""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
222;"{""lg-eng"":[""Tonga""],""lg-spa"":[""Tonga""],""lg-cat"":[""Tonga""]}";"{""lg-nolan"":[""TO""]}";"{""lg-nolan"":[""TON""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
223;"{""lg-eng"":[""Trinidad and Tobago""],""lg-spa"":[""Trinidad y Tobago""]}";"{""lg-nolan"":[""TT""]}";"{""lg-nolan"":[""TTO""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
224;"{""lg-eng"":[""Tunisia""],""lg-spa"":[""Túnez""],""lg-cat"":[""Tunísia""]}";"{""lg-nolan"":[""TN""]}";"{""lg-nolan"":[""TUN""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
225;"{""lg-eng"":[""Turkey""],""lg-spa"":[""Turquía""],""lg-cat"":[""Turquia""]}";"{""lg-nolan"":[""TR""]}";"{""lg-nolan"":[""TUR""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
226;"{""lg-eng"":[""Turkmenistan""],""lg-spa"":[""Turkmenistán""]}";"{""lg-nolan"":[""TM""]}";"{""lg-nolan"":[""TKM""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747602,""year"":2016,""month"":9,""minute"":53,""second"":22}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985661,""year"":2021,""month"":11,""minute"":7,""second"":41}}]}"
227;"{""lg-eng"":[""Turks and Caicos Islands""],""lg-spa"":[""Islas Turcas y Caicos""]}";"{""lg-nolan"":[""TC""]}";"{""lg-nolan"":[""TCA""]}";"[{""type"":""dd151"",""section_id"":""2"",""section_tipo"":""hierarchy13"",""from_component_tipo"":""hierarchy9""}]";"[{""type"":""dd151"",""section_id"":""5101"",""section_tipo"":""lg1"",""from_component_tipo"":""hierarchy8""}]";"{""lg-nolan"":[""hierarchy20""]}";"[{""type"":""dd675"",""section_id"":""1"",""section_tipo"":""dd153"",""from_component_tipo"":""hierarchy54""}]";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd200""}]";"{""lg-nolan"":[{""start"":{""day"":6,""hour"":9,""time"":64817747601,""year"":2016,""month"":9,""minute"":53,""second"":21}}]}";"[{""type"":""dd151"",""section_id"":""-1"",""section_tipo"":""dd128"",""from_component_tipo"":""dd197""}]";"{""lg-nolan"":[{""start"":{""day"":8,""hour"":11,""time"":64983985660,""year"":2021,""month"":11,""minute"":7,""second"":40}}]}"
